Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Dylan Hotel,http://www.dylan.ie,,-6.24221,53.33387,Dublin,Dublin City,Republic of Ireland,Hotel,2,385
Carrigaline Court Hotel and Leisure Centre,http://www.carrigcourt.com,,-8.39213,51.81612,Cork,Carrigaline,Republic of Ireland,Hotel,5,106
Knockranny House Hotel & Spa,http://www.knockrannyhousehotel.ie,,-9.50794,53.802130000000005,Mayo,Westport,Republic of Ireland,Hotel,1,358
Radisson Blu Hotel & Spa Limerick,http://radissonblu.ie/hotel-limerick,,-8.71011,52.684380000000004,Limerick,Limerick City,Republic of Ireland,Hotel,5,91
Clayton Hotel Silver Springs,https://www.claytonhotelsilversprings.com,,-8.42411,51.903999999999996,Cork,Cork City,Republic of Ireland,Hotel,1,337
The Savoy Hotel,http://www.savoylimerick.com,+353 61 448700,-8.62906,52.66328000000001,Limerick,Limerick City,Republic of Ireland,Hotel,4,253
"Oriel House Hotel, Leisure Club & Spa",http://www.orielhousehotel.ie,,-8.6011,51.88811,Cork,Ballincollig,Republic of Ireland,Hotel,1,187
International Hotel Killarney,http://www.killarneyinternational.com,,-9.50695,52.05811,Kerry,Killarney,Republic of Ireland,Hotel,1,248
Talbot Hotel Stillorgan,http://www.talbothotelstillorgan.com,,-6.20274,53.294940000000004,Dublin,Stillorgan,Republic of Ireland,Hotel,5,220
"Arklow Bay Conference, Leisure and Spa Hotel",http://www.arklowbay.com,,-6.14334,52.8029,Wicklow,Arklow,Republic of Ireland,Hotel,4,103
Roganstown Hotel and Country Club,http://www.roganstown.com,,-6.27149,53.48738,Dublin,Swords,Republic of Ireland,Hotel,3,265
Lough Rea Hotel & Spa,http://www.loughreahotelandspa.com,+353 91 880088,-8.58648,53.2028,Galway,Loughrea,Republic of Ireland,Hotel,3,292
Rhu Glenn Country Club Hotel,http://www.rhuglennhotel.com,,-7.054180000000001,52.297290000000004,Waterford,Waterford City,Republic of Ireland,Hotel,5,226
Shandon Spa and Hotel,http://www.shandonhotelspa.com,,-7.90677,55.179869999999994,Donegal,Dunfanaghy,Republic of Ireland,Hotel,3,274
Dingle Peninsula Hotel,,,-10.361083,52.164621999999994,Kerry,Ballyferriter,Republic of Ireland,Hotel,3,266
Fitzwilliam Hotel,http://www.fitzwilliamhoteldublin.com,,-6.261419999999999,53.3394,Dublin,Dublin City,Republic of Ireland,Hotel,3,246
Brooks Hotel,http://www.brookshotel.ie,+353 1 6704000,-6.2636,53.34155,Dublin,Dublin City,Republic of Ireland,Hotel,1,143
Sandymount Hotel,http://www.sandymounthotel.ie,+353 1 6142000,-6.224387289,53.33360194,Dublin,Dublin City,Republic of Ireland,Hotel,1,287
Temple Bar Hotel,http://www.templebarhotel.com,,-6.26023,53.3459,Dublin,Dublin City,Republic of Ireland,Hotel,4,378
Absolute Hotel & Spa,http://www.absolutehotel.com,,-8.619589999999999,52.667159999999996,Limerick,Limerick City,Republic of Ireland,Hotel,4,290
Rochestown Park Hotel,http://www.rochestownpark.com,,-8.42473,51.87942,Cork,Douglas,Republic of Ireland,Hotel,5,52
Cork Airport Hotel,http://www.corkairporthotel.com,,-8.486369999999999,51.84822,Cork,Cork City,Republic of Ireland,Hotel,4,59
Maldron Hotel Galway,http://www.maldronhotels.com/hotel-galway,,-8.92741,53.27785,Galway,Oranmore,Republic of Ireland,Hotel,3,288
Kildare Hotel and Country Club,https://www.kclub.ie,,-6.62506,53.30726,Kildare,Straffan,Republic of Ireland,Hotel,3,285
Sligo Park Hotel and Leisure Club,http://www.sligoparkhotel.com,,-8.471,54.25433,Sligo,Sligo Town,Republic of Ireland,Hotel,1,115
Corick House Hotel & Spa,http://www.corickcountryhouse.com,+44 (0)28 8554 8216,-7.162682000000001,54.42566600000001,Tyrone,Clogher,Northern Ireland,Hotel,3,180
Achill Island Seaweed Baths & Mulhollow B&B,http://marikilbane.wixsite.com/achillislandseaweed,+353(0)877171713,-10.04513313,53.977659700000004,Mayo,Achill Island -Acaill,Republic of Ireland,B & B,5,13
Waterfront Hotel,http://www.waterfronthoteldungloe.ie,+353(0)749522444,-8.367024062999999,54.95197336,Donegal,Dungloe,Republic of Ireland,Hotel,4,116
Connemara Caravan and Camping Site,http://www.connemaracamping.com,+353(0)871253254,-9.905181185,53.60637384,Galway,Galway,Republic of Ireland,Camping,1,164
Kilcloon Self Catering Cottages,http://www.kilclooncottages.ie,+353(0)16290803,-6.568319031000001,53.42142871,Meath,Kilcloon,Republic of Ireland,Self Catering,2,7
Hannons Hotel,http://hannonshotel.com,+353(0)906637644,-8.168039979,53.62333589,Roscommon,Roscommon,Republic of Ireland,Hotel,5,282
Clifden Apartments,http:///thekeycollection.ie,+353(0)18746364,-6.260441964,53.35593864,Dublin,Dublin,Republic of Ireland,Self Catering,2,29
Moyvalley Self Catering Cottage,http://moyvalley.com,+353(0)469548000,-6.927200172999999,53.42258596,Kildare,Moyvalley,Republic of Ireland,Self Catering,2,27
Maldron Hotel Sandy Road Galway,http://www.maldronhotelsandyroadgalway.com,+353(0)91513200,-9.045080085,53.28592383,Galway,Galway City,Republic of Ireland,Hotel,3,197
Trident Hotel,http://tridenthotel.com,+353(0)214779300,-8.518622112000001,51.70084406,Cork,Kinsale,Republic of Ireland,Hotel,3,158
The Killaloe Hotel & Spa,http://thekillaloe.ie/,+353(0)61376000,-8.454194026,52.81159587,Clare,Killaloe,Republic of Ireland,Hotel,4,341
West Cork Hotel,http://www.westcorkhotel.com,+353(0)2821277,-9.270709933,51.55082936,Cork,Skibbereen,Republic of Ireland,Hotel,3,329
Lake Hotel,,,,,Kerry,Killarney,Republic of Ireland,Hotel,2,306
Uncle Michael's Cottage,http://unclemichaelscottage.com,+353(0)876265526,-7.961215665,54.27871452,Cavan,Blacklion,Republic of Ireland,Self Catering,5,12
Woodview Lodge,,+353(0)892248291,-6.739804791,53.54233948,Meath,Trim,Republic of Ireland,Self Catering,1,19
Silver Crescent Coach House & Apartments,http://yourtimeinireland.ie,+353(0)871948844,-9.063748607,53.26853918,Galway,Galway City,Republic of Ireland,Self Catering,3,35
Longcourt House Hotel,http://longcourthousehotel.ie,+353(0)6925300,-9.051032067000001,52.44888477,Limerick,Newcastle West,Republic of Ireland,Hotel,2,384
The Red Cottage & Stables,http://redcottagesligo.com,+353(0)877837619,-8.473312,54.293448,Sligo,Sligo,Republic of Ireland,Self Catering,3,31
Heritage Cottage,http://carlingfordselfcatering.ie,+353(0)874173277,-6.18127499,54.04003117,Louth,Carlingford,Republic of Ireland,Self Catering,3,34
Boolakennedy Self Catering Luxury Farm Cottages,http://boolakennedy.irish,+353(0)868388848,-8.056943382,52.33738035,Tipperary,Cahir,Republic of Ireland,Self Catering,2,29
Wild Atlantic Hostel,https://wildatlantichostel.com/,+353(0)9542208,-7.904564744,55.11924827,Galway,Leenane,Republic of Ireland,Hostel,4,49
Bluebell Cottage Tipperary,http://airbnb.ie/rooms/18887511,+353(0)851218219,-8.019568342000001,52.77536175,Tipperary,Borrisoleigh,Republic of Ireland,Self Catering,4,15
Ash Lodge,,+353(0)862314240,-8.26447244,54.08614654,Sligo,Geevagh,Republic of Ireland,Self Catering,4,12
Murphy's Hotel,http://murphys-hotel.ie,+353(0)40238109,-6.464082557,52.79959993,Wicklow,Tinahely,Republic of Ireland,Hotel,4,289
Bay View Hotel,http://bayviewkilkee.com,+353(0)659056058,-9.646676602000001,52.67978923,Clare,Kilkee,Republic of Ireland,Hotel,5,308
Galway Coast Cottages,http://www.galwaycoastcottages.com,+353(0)91592784,-9.16435894,53.25034838,Galway,Barna,Republic of Ireland,Self Catering,4,28
Slieve Elva B&B,http://slieveelva.com,+353(0)657074318,-9.268001806000001,53.04562214,Clare,Lisdoonvarna,Republic of Ireland,B & B,3,13
Radisson Blu Belfast Hotel,http://www.parkinn.co.uk,+44 (0)28 9043 4065,-5.923826999999999,54.589614000000005,Antrim,Belfast,Northern Ireland,Hotel,5,122
Pearse Lodge,https://pearselodge.com/,+353(0)719161090,-8.467895307000001,54.26343173,Sligo,Sligo Town,Republic of Ireland,Self Catering,5,26
Grafton Capital Hotel,https://www.the-grafton-hotel.com,+353(0)12552700,-6.264028426,53.34093504,Dublin,Dublin 2,Republic of Ireland,Hotel,3,256
The Malin Hotel,http://www.malinhotel.ie,+353(0)749370606,-7.261294,55.295292,Donegal,Inishowen,Republic of Ireland,Hotel,5,46
O'Shea's Hotel,https://osheasoftalbotstreet.com/,+353(0)18365670,-6.254931,53.350774,Dublin,Dublin 1,Republic of Ireland,Hotel,5,218
Imperial Hotel with Escape Salon and Spa,https://www.imperialhotelcork.com/,+353(0)214274040,-8.470057936,51.89712393,Cork,Cork City,Republic of Ireland,Hotel,2,132
Maldron Hotel Pearse Street,http://www.maldronhotelpearsestreet.com/,+353(0)16703666,-6.24411,53.343275,Dublin,Dublin City,Republic of Ireland,Hotel,1,385
The Thatched Cottage B&B,,+353(0)877744409,-8.936558999999999,53.4033198,Galway,Claregalway,Republic of Ireland,Self Catering,5,37
Jervis Apartments,https://www.thekeycollections.com/jervis-apartments.html,+353(0)15320630,-6.267582005,53.34880143,Dublin,Dublin City,Republic of Ireland,Self Catering,3,32
The Hoban Hotel Kilkenny,https://www.hobanhotelkilkenny.com/,+353(0)567783100,-7.248831,52.634961,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,1,197
Country Cottage B&B,http://country-cottage.net,+353(0)876815083,-7.032913987000001,53.73693904,Meath,Kells,Republic of Ireland,Self Catering,1,32
Cill Chiaráin B&B,,+353(0)6827828,-9.650394501000001,52.50516093,Kerry,Ballybunion,Republic of Ireland,B & B,4,10
Honey Bee Cottage,,+353(0)416855907,-6.613263000000001,53.890979,Louth,Ardee,Republic of Ireland,Self Catering,3,18
Mountain Retreat Annagh More B&B,http://annagh-more.ie/,+353(0)892128300,-9.329038112000001,52.00806206,Kerry,Killarney,Republic of Ireland,B & B,2,4
Athenville House B&B,http://bandbireland.com/accommodation/28055/athenville-house-b-b,+353(0)879648212,-8.733233031000001,53.16023448,Galway,Loughrea,Republic of Ireland,B & B,1,18
Caragh River Lodge,http://caraghriverlodge.ie,+353(0)669760921,-9.796648174,51.96979006,Kerry,Glencar,Republic of Ireland,Self Catering,1,31
Dale View B&B,http://www.bandbireland.com/accommodation/28012/dale-view-b-b,+353(0)657075683,-9.354032043,53.02389304,Clare,Doolin,Republic of Ireland,B & B,4,13
Donegal  Lodge,http://donegal-lodge-ie.book.direct/,+353(0)749744657,-8.186893927,54.7130317,Donegal,Donegal Town,Republic of Ireland,Self Catering,3,39
Island View B&B,http://bandbireland.com/accommodation/28001/island-view-b-b,+353(0)749542031,-8.419867048,54.98159446,Donegal,Burtonport,Republic of Ireland,B & B,2,13
Mystic  Mountain B&B,http://mysticmountainbandb.com/,+353(0)646644194,-9.639620953,52.06894248,Kerry,Beaufort,Republic of Ireland,B & B,5,9
Fitzgeralds Woodlands House Hotel,http://www.woodlands-hotel.ie,+353(0)61605100,-8.765433567,52.56311274,Limerick,Adare,Republic of Ireland,Hotel,3,135
Blakehill House B&B,https://bandbireland.com/accommodation/28058/blakehill-house-b-b,+353(0)872974239,-9.308402289,53.55222303,Mayo,Cong,Republic of Ireland,B & B,5,5
Beechwood Lodge,https://bandbireland.com/accommodation/28011/beechwood-lodge-b-b,+353(0)872141692,-8.560426579,51.94155202,Cork,Blarney,Republic of Ireland,Self Catering,4,11
Skehanagh Lodge,,+353(0)667124782,-9.689643942,52.25423025,Kerry,Tralee,Republic of Ireland,Self Catering,3,10
Lios Daire B&B,http://liosdairebnbkillarney.com,+353(0)646625642,-9.455487534,52.04998425,Kerry,Killarney,Republic of Ireland,B & B,3,17
Gallagher's B&B,https://bandbireland.com/accommodation/26256/gallagher-s-b-b,+353(0)91522078,-9.076698983,53.27200659,Galway,Galway,Republic of Ireland,B & B,4,18
Slí Dála B&B,http://slidala.com,+353(0)50523270,-7.777397937999999,52.95771906,Tipperary,Roscrea,Republic of Ireland,B & B,4,12
Slievemore House B&B,http://bandbireland.com/accommodation/28082/slievemore-house-b-b,+353(0)868375665,-10.04437912,53.99882235,Mayo,Achill Island,Republic of Ireland,B & B,3,12
Sea Breeze Bed and Breakfast,http://www.seabreezeconnemara.com,+353(0)9543489,-9.968831316000001,53.59827738,Galway,Renvyle,Republic of Ireland,B & B,3,12
Summerfield Lodge B&B,https://bandbireland.com/accommodation/28116/summerfield-lodge-b-b,+353(0)872854971,-7.865468461,51.94045299,Cork,Youghal,Republic of Ireland,Self Catering,3,22
River’s Edge B&B,http://riversedgeglengarriff.com,+353(0)2763958,-9.552825817,51.74926188,Cork,Glengarriff,Republic of Ireland,B & B,2,14
Strandhill Lodge - Hostel & Surf School,http://www.surfnstay.ie,+353(0)719168313,-8.607482723,54.27035213,Sligo,Strandhill,Republic of Ireland,Hostel,2,26
"Lough Eske Castle, a Solis Hotel & Spa",http://www.solishotels.com/lougheskecastle,+353 74 9725100,-8.06602,54.688359999999996,Donegal,Donegal Town,Republic of Ireland,Hotel,2,75
Maldron Hotel Parnell Square,http://www.maldronhotels.com,+353(0)18716800,-6.266458,53.354374,Dublin,Dublin 1,Republic of Ireland,Hotel,3,320
The Heights Hotel Killarney,http://www.killarneyheights.ie,+353(0)646631158,-9.479305594,52.05916252,Kerry,Killarney,Republic of Ireland,Hotel,2,268
Lydons Lodge Hotel,https://lydonslodge.ie/,+353(0)949546053,-9.287611397000001,53.54184867,Mayo,Cong,Republic of Ireland,Hotel,4,95
Talbot Hotel Stillorgan,http://www.talbothotelstillorgan.com/,+353(0)12001800,-6.202805551,53.29502269,Dublin,Stillorgan,Republic of Ireland,Hotel,4,360
Carna Bay Hotel,http://www.carnabay.com,+353(0)9532255,-9.838241042,53.32697727,Galway,Carna,Republic of Ireland,Hotel,5,100
The Cottage,http://www.thecottagedublin.com,+353(0)868462450,-6.200875,53.227302,Dublin,Kilternan D18A254,Republic of Ireland,Self Catering,4,27
Esplanade Hotel,http://www.esplanadehotel.ie,+353(0)12862056,-6.096161,53.198781000000004,Wicklow,Bray,Republic of Ireland,Hotel,4,151
Hotel 7,https://hotel7dublin.com/,+353(0)18737777,-6.26279862,53.35508118,Dublin,Dublin City,Republic of Ireland,Hotel,1,142
The Lodges @ Sea View House,http://seaview-doolin.ie/lodges/,+353(0)872679617,-9.384853665,53.01222244,Clare,Doolin,Republic of Ireland,Self Catering,5,31
Virginia Park Lodge,http://virginiaparklodge.com/,+353(0)498546100,-7.093103478,53.83478072,Cavan,Virginia,Republic of Ireland,Self Catering,2,32
"The Galmont Hotel & Spa, Galway",http://www.thegalmont.com,+353 91 538300,-9.04355,53.27393000000001,Galway,Galway City,Republic of Ireland,Hotel,4,99
Riversdale B&B,http://www.bandbireland.com/accommodation/26351/riversdale-b-b,+353(0)18404802,-6.222405289,53.47243215,Dublin,Swords,Republic of Ireland,B & B,5,14
Doolin Village Lodges,https://doolinvillagelodges.com,+353(0)61411109,-9.374026257,53.01606074,Clare,Doolin,Republic of Ireland,Self Catering,2,38
Watersedge B&B,http://watersedgekenmare.com,+353(0)646641707,-9.583920929,51.86909467,Kerry,Kenmare,Republic of Ireland,B & B,4,15
Breagagh View B&B,http://www.breagaghview.com,+353(0)567703111,-7.257612013999999,52.6391238,Kilkenny,Kilkenny City,Republic of Ireland,B & B,4,7
Trinity College Dublin Campus Accommodation,https://tcd.ie/summeraccommodation/city-centre/trinity-campus/,+353(0)18961177,-6.259064985,53.34446417,Dublin,Dublin City,Republic of Ireland,Camping,5,109
Heeneys Lodge,https://bandbireland.com/accommodation/26661/heeneys-lodge,+353(0)749723048,-8.092180275,54.67744696,Donegal,Donegal Town,Republic of Ireland,Self Catering,4,8
Mullingar Park Hotel,http://mullingarparkhotel.com,+353(0)449337500,-7.303403015,53.52282172,Westmeath,Mullingar,Republic of Ireland,Hotel,1,158
Bayview Hotel,http://www.bayviewhotelni.com,+44 (0)28 2073 4100,-6.546748,55.215281999999995,Antrim,Bushmills,Northern Ireland,Hotel,4,166
Maldron Hotel,https://www.maldronhotels.com/belfast-city,+44 (0)44 9600 1680,-5.933296,54.595293999999996,Antrim,Belfast,Northern Ireland,Hotel,4,105
"The Butterbean Restaurant, Bed & Breakfast",http://thebutterbean.ie/bed-breakfast-2/,+353(0)749373693,-7.259766346,55.25131311,Donegal,Carndonagh,Republic of Ireland,B & B,3,19
Abbey Lodge,http://abbeylodgeangling.com,+353(0)719645335,-7.810618817000001,53.99884458,Leitrim,Ballinamore,Republic of Ireland,Self Catering,4,9
Maldron Hotel Kevin Street,https://maldronhotelkevinstreet.com,+353(0)19068900,-6.271997927,53.3383294,Dublin,Dublin City,Republic of Ireland,Hotel,1,322
Arvagh Market Square Apartments,,+353(0)494335127,-7.5814698179999995,53.92334125,Cavan,Arvagh,Republic of Ireland,Self Catering,3,38
Hill Cottage,,+353(0)51644749,-7.340672371,52.39171881,Kilkenny,Piltown,Republic of Ireland,Self Catering,1,7
Clayton Hotel Sligo,http://claytonhotelsligo.com,+353(0)719119000,-8.46115894,54.28164476,Sligo,Sligo,Republic of Ireland,Hotel,2,233
Joyce's Waterloo House B&B,https://joyceswaterloo.com/,+353(0)9521688,-9.995768847,53.48828795,Galway,Clifden,Republic of Ireland,B & B,4,13
Schull Harbour Apartments,https://schullharbourhotel.ie/apartments.html,+353(0)2828801,-9.544078375,51.52754363,Cork,Schull,Republic of Ireland,Self Catering,1,17
Cuach Cottage,https://www.cuachcottagedirect.com,+353(0)539427787,-10.00169056,53.46294946,Galway,Clifden,Republic of Ireland,Self Catering,4,26
Montenotte Hotel,http://themontenottehotel.com,,-8.452007907999999,51.90464358,Cork,Cork,Republic of Ireland,Hotel,2,251
Mary's Cosy Cottage,,+353(0)872350068,-9.616018707,53.24572344,Galway,Carraroe,Republic of Ireland,Self Catering,5,34
Armcashel B&B,http://www.armcashel.com,+353(0)949620117,-8.512525,53.768893000000006,Roscommon,Castlerea,Republic of Ireland,B & B,4,13
Arden B&B,https://www.ardenbnb.com,+353(0)419881556,-6.277539321,53.74502209,Louth,Baltray,Republic of Ireland,B & B,4,13
Foxhollow House B&B,,+353(0)879018940,-8.56068,51.94169,Cork,Blarney,Republic of Ireland,B & B,2,7
Campus Living,http://campusaccommodation.ie,+353(0)91527112,-9.066510612,53.28813804,Galway,Galway City,Republic of Ireland,Camping,3,36
The Foyle Hotel by Chef Brian McDermott,http://foylehotel.ie,+353(0)749385280,-7.039882347000001,55.18894227,Donegal,Moville,Republic of Ireland,Hotel,4,149
Lough Mardal Lodge,https://loughmardalglamping.ie,+353(0)861731813,-8.068590344,54.55639581,Donegal,Ballintra,Republic of Ireland,Self Catering,3,36
The Midlands Park Hotel,http://www.midlandsparkhotel.com,+353(0)578678588,-7.303044,53.034916,Laois,Portlaoise,Republic of Ireland,Hotel,4,171
Schull Harbour Hotel,http://www.schullharbourhotel.ie,+353(0)2828801,-9.543757851,51.52726517,Cork,Schull,Republic of Ireland,Hotel,4,188
Maynooth Campus  Accommodation,http://maynoothcampus.com,+353(0)17086400,-6.595552719,53.37987335,Kildare,Maynooth,Republic of Ireland,Camping,2,25
Maynooth Campus Conference & Accommodation,http://maynoothcampus.com,+353(0)17086400,-6.595551713,53.37987395,Kildare,Maynooth,Republic of Ireland,Camping,5,177
Ocean Lodge Hotel,,+353(0)9868605,-9.901777663999999,53.70536427,Mayo,Louisburgh,Republic of Ireland,Hotel,3,216
Abbeyview House Bed and Breakfast,,+353(0)879815656,-7.653654519,53.57977121,Longford,Abbeyshrule,Republic of Ireland,B & B,1,5
Keanes Cottage,http://www.keanescottage.com/,+353(0)876644904,-7.823938822000001,51.956456,Waterford,Kinsalebeg,Republic of Ireland,Self Catering,1,28
Peacockes Hotel,http://www.peacockes.ie/,+353(0)91552306,-9.539501924,53.45608885,Galway,Recess,Republic of Ireland,Hotel,1,253
Kilmore Quay Camping and Holiday Park,https://kilmorequaycampsite.ie/,+353(0)877959360,-6.591815315,52.17539771,Wexford,Kilmore Quay,Republic of Ireland,Camping,5,135
Druids Glen Hotel & Golf Resort,http://www.druidsglenresort.com,+353(0)12870847,-6.078792,53.091626,Wicklow,Newtownmountkennedy,Republic of Ireland,Hotel,5,147
Drim Cottage,http://whitestrand.net/drim-cottage/,+353(0)749370335,-7.33326833,55.36176853,Donegal,Malin Head,Republic of Ireland,Self Catering,2,21
Mountain View B&B,https://bandbireland.com/accommodation/28091/mountain-view-b-b,+353(0)429349617,-6.206734182999999,54.06009576,Louth,Carlingford,Republic of Ireland,B & B,3,13
The Morgan Hotel,http://www.themorgan.com,+353(0)16437000,-6.260875,53.34579300000001,Dublin,Dublin,Republic of Ireland,Hotel,1,206
